Method,knn_10,knn_20,knn_30,svm,nkr_10,aji_10,nkr_20,aji_20,nkr_30,aji_30,random_triplet,spearman,k-nearest,centroid_distance
VASC,0.188,0.188,0.188,0.303,0.046,0.024,0.04,0.021,0.057,0.029,0.493,0.0,0.0,0.465
